id,group,a,value
2,group2,a1,-216.93762374371417
2,group2,a1,-187.81056586051932
2,group2,a1,-287.36669829485345
2,group2,a1,-210.23934136734002
2,group2,a1,-252.7254788044145
2,group2,a1,-229.9834239891602
2,group2,a1,-116.28440345095017
2,group2,a1,-169.99767533192687
2,group2,a1,-190.58484185092055
2,group2,a1,-379.5897502009832
2,group2,a1,-227.73211990840994
2,group2,a1,-451.5108774568149
2,group2,a1,-366.7988354724808
2,group2,a1,-104.82282023842646
2,group2,a1,-226.41814295291755
2,group2,a1,-333.18278696354025
2,group2,a1,-340.31665317541024
2,group2,a1,-143.45917051041545
2,group2,a1,-255.2701688239674
2,group2,a1,-277.1521592674835
2,group2,a1,-351.2433515323561
2,group2,a1,-179.11569246330356
2,group2,a1,-4.02382894247674
2,group2,a1,-175.4686267177574
2,group2,a1,-344.59301613861624
2,group2,a1,-342.7108621589133
2,group2,a1,-168.91205323924697
2,group2,a1,-253.1886351467958
2,group2,a1,-325.3932750263096
2,group2,a1,-209.8392235251762
2,group2,a1,-281.0994245277557
2,group2,a1,-213.49275425679923
2,group2,a1,-70.89132082578253
2,group2,a1,-442.1978133750319
2,group2,a1,-167.81026734714126
2,group2,a1,-147.97963177520074
2,group2,a1,-364.59288588276235
2,group2,a1,-336.8823770742508
2,group2,a1,-218.4502666
2,group2,a1,-225.19486566649525
2,group2,a1,-180.85985431037818
2,group2,a1,-304.6568568461091
2,group2,a1,-95.15641931403151
2,group2,a1,-284.3690411018115
2,group2,a1,-282.8011022134625
2,group2,a1,-137.49810553612696
2,group2,a1,-1.8098441472824476
2,group2,a1,-241.07587502919742
2,group2,a1,-180.24117263896147
2,group2,a1,-200.72329041648464
2,group2,a1,-244.75699130034369
2,group2,a1,4.417360903226381
2,group2,a1,-247.78073786301778
2,group2,a1,-333.9880788400467
2,group2,a1,-330.9804281841095
2,group2,a1,-183.01027296149462
2,group2,a1,-256.69447840708347
2,group2,a1,-339.1153147047261
2,group2,a1,-132.88886357130488
2,group2,a1,-300.20092760137135
2,group2,a1,-144.1141056070749
2,group2,a1,-428.2718337443847
2,group2,a1,-369.82001725346333
2,group2,a1,-23.144527319451782
2,group2,a1,-234.15623478528508
2,group2,a1,-94.16394317443243
2,group2,a1,-240.46649327306739
2,group2,a1,-191.66241936586465
2,group2,a1,-146.8257675146444
2,group2,a1,-187.1940400641298
2,group2,a1,-283.6265066320681
2,group2,a1,-169.5251958358018
2,group2,a1,-292.52204500210837
2,group2,a1,-269.9529196542103
2,group2,a1,-161.29949593595262
2,group2,a1,-87.64478133758175
2,group2,a1,-233.3372470897665
2,group2,a1,-257.7395484649984
2,group2,a1,-206.90226158765756
2,group2,a1,-334.39799988833533
2,group2,a1,-128.6974610404593
2,group2,a1,-236.43792152018995
2,group2,a1,-279.4304846319659
2,group2,a1,-209.70120645070426
2,group2,a1,-484.822736889603
2,group2,a2,-100.30225525950937
2,group2,a2,-87.24424700868997
2,group2,a2,-77.4255593352454
2,group2,a2,-32.51918152903883
2,group2,a2,-122.60208023257519
2,group2,a2,-182.43852665583108
2,group2,a2,-55.58205099268034
2,group2,a2,-29.514318144848772
2,group2,a2,79.4291046245418
2,group2,a2,-110.79903717944048
2,group2,a2,-10.926177383482539
2,group2,a2,-154.2262368364072
2,group2,a2,-236.2096004110163
2,group2,a2,-62.51924637606026
2,group2,a2,-34.87622841177293
2,group2,a2,-64.52210509033998
2,group2,a2,-86.99593252827108
2,group2,a2,50.83269271976587
2,group2,a2,-73.2122578077522
2,group2,a2,63.65266118905177
2,group2,a2,-70.60007996301633
2,group2,a2,-5.202163583617448
2,group2,a2,-8.673088192049875
2,group2,a2,-78.39481086982275
2,group2,a2,-73.1403498683182
2,group2,a2,88.87006712055054
2,group2,a2,-94.16709036345604
2,group2,a2,90.17965495354727
2,group2,a2,-17.237557327405725
2,group2,a2,48.74219266337158
2,group2,a2,91.12999043962901
2,group2,a2,-79.84419927537769
2,group2,a2,81.28911303251601
2,group2,a2,139.47819562310718
2,group2,a2,-92.60813147268361
2,group2,a2,165.39525588721517
2,group2,a2,-61.25255294653197
2,group2,a2,-47.227493308787615
2,group2,a2,-34.47532028258601
2,group2,a2,-178.37333749211243
2,group2,a2,9.373978744813414
2,group2,a2,40.619989169970665
2,group2,a2,-156.66406887011902
2,group2,a2,-260.67221634083444
2,group2,a2,-79.35378775536579
2,group2,a2,-198.00312340338638
2,group2,a2,19.08543711746411
2,group2,a2,130.65934149934554
2,group2,a2,40.6780749014662
2,group2,a2,40.23594929849992
2,group2,a2,-28.083118268413386
2,group2,a2,-96.01836319710812
2,group2,a2,-58.8529971767219
2,group2,a2,-36.33393879096141
2,group2,a2,-165.90023897181416
2,group2,a2,-56.24810544989577
2,group2,a2,44.04844279559916
2,group2,a2,-124.92622857190693
2,group2,a2,-28.721690237984063
2,group2,a2,133.5193402665042
2,group2,a2,118.80812056260137
2,group2,a2,-174.30275915627462
2,group2,a2,-26.32105763603606
2,group2,a2,-85.9823634791552
2,group2,a2,44.47437036757631
2,group2,a2,-54.86485510317499
2,group2,a2,-195.62714878434082
2,group2,a2,-40.003674114632624
2,group2,a2,-324.95308878265485
2,group2,a2,-46.30761029510953
2,group2,a2,61.270187216023515
2,group2,a2,-0.16465461259906533
2,group2,a2,-97.26141747157783
2,group2,a2,57.96168229563568
2,group2,a2,-0.44387661581667714
2,group2,a2,-221.78827495259043
2,group2,a2,-152.78593344515568
2,group2,a2,-45.80720600313209
2,group2,a2,29.06740289175545
2,group2,a2,-34.961801212236736
2,group2,a2,-233.54609129000596
2,group2,a2,-152.47882408064044
2,group2,a2,107.4061507115444
2,group2,a2,-141.41269937367917
2,group2,a2,-18.00747502816803
2,group2,a2,-21.56688318907804
2,group2,a2,-180.6727893659526
2,group2,a2,-92.30297198362254
2,group2,a2,-91.08580904947445
2,group2,a2,105.08525263493075
2,group2,a2,-7.086669005887003
2,group2,a2,47.69446633261481
2,group2,a2,-72.3307774303685
2,group2,a2,-20.385495389583895
2,group2,a2,178.97340760844043
2,group2,a2,77.56513299638056
2,group2,a2,-179.86452618909846
2,group2,a2,119.16725205274915
2,group2,a2,169.17741268418115
2,group2,a2,-96.43561414338703
3,group1,a1,-152.72637308539674
3,group1,a1,52.12740834633888
3,group1,a1,84.69905041361226
3,group1,a1,43.31350791561081
3,group1,a1,43.5436518201115
3,group1,a1,-75.73879257389208
3,group1,a1,-58.927432281496095
3,group1,a1,58.54191501530493
3,group1,a1,-33.29192847971976
3,group1,a1,-93.17930823702284
3,group1,a1,163.27575778407427
3,group1,a1,-9.921186457672235
3,group1,a1,-31.62422142473781
3,group1,a1,-26.258203932116828
3,group1,a1,-110.44890112529927
3,group1,a1,-74.23148950909237
3,group1,a1,-38.86027812431334
3,group1,a1,-120.62520309342736
3,group1,a1,-119.8170715849914
3,group1,a1,-11.873350247207426
3,group1,a1,135.7285182154106
3,group1,a1,0.6147783828950111
3,group1,a1,-50.167010261005174
3,group1,a1,-63.723493787847445
3,group1,a1,-182.12172346747758
3,group1,a1,63.068000672287646
3,group1,a1,-201.2595593690823
3,group1,a1,8.119726531026046
3,group1,a1,-30.216938280954537
3,group1,a1,-7.945940861309239
3,group1,a1,38.77658369444034
3,group1,a1,23.60053857374487
3,group1,a1,-37.384254533108816
3,group1,a1,-38.589441026125456
3,group1,a1,-80.28180310565452
3,group1,a1,45.298949213238565
3,group1,a1,-4.350652498267195
3,group1,a1,-139.23319681586221
3,group1,a1,57.23555122641116
3,group1,a1,25.066879465131834
3,group1,a1,63.41651367660804
3,group1,a1,-33.48264290866865
3,group1,a1,41.34480311764737
3,group1,a1,113.14993407407408
3,group1,a1,109.11113112222608
3,group1,a1,55.577838519797915
3,group1,a1,-20.94606836687133
3,group1,a1,-93.45872642299634
3,group1,a1,110.33321807282482
3,group1,a1,77.10021688710398
3,group1,a1,-125.36452887638782
3,group1,a1,65.22382319523905
3,group1,a1,120.42369595062888
3,group1,a1,-178.88169365076993
3,group1,a1,113.14129876141632
3,group1,a1,16.50904297955215
3,group1,a1,-148.65508149755203
3,group1,a1,2.1334508675649886
3,group1,a1,-8.79786936572512
3,group1,a1,49.19073403847435
3,group1,a1,-8.581945626067736
3,group1,a1,-28.578238216686685
3,group1,a1,-129.88943694699458
3,group1,a1,-106.26643267512623
3,group1,a1,-92.6919337417572
3,group1,a1,-159.31511368086268
3,group1,a1,12.827508626924413
3,group1,a1,3.556990193605273
3,group1,a1,-167.82936875318023
3,group1,a1,-45.662227860360815
3,group1,a1,-40.82791196781315
3,group1,a1,-110.72823521599514
3,group1,a1,-138.4123392993207
3,group1,a1,6.788926906785207
3,group1,a1,48.97060188690237
3,group1,a1,9.789655991512404
3,group1,a1,252.4424246998606
3,group1,a1,107.64181624323962
3,group1,a1,-60.95201498864725
3,group1,a1,-62.86897972209363
3,group1,a1,-24.92984025667269
3,group1,a1,81.33281493669001
3,group1,a1,-74.82288221886009
3,group1,a1,-46.255237533953874
3,group1,a1,-24.772355065373006
3,group1,a1,-9.07911544494631
3,group1,a1,-6.775260563521357
3,group1,a1,-66.52757862893722
3,group1,a1,-4.3493778232290055
3,group1,a1,213.7005859876536
3,group1,a1,-30.144817945785093
3,group1,a1,168.0130232246174
3,group1,a1,-36.39441762077709
3,group1,a1,-91.68345549317414
3,group1,a1,-150.44079885405444
3,group1,a1,-47.765534160264906
3,group1,a1,42.804909878671765
3,group1,a1,-15.144459999891382
3,group1,a1,-386.830856625131
3,group1,a1,2.5985567267076846
3,group1,a2,79.6428360450652
3,group1,a2,68.7360153371061
3,group1,a2,204.39069806271814
3,group1,a2,133.62733675754504
3,group1,a2,64.24304020744282
3,group1,a2,196.14066564608092
3,group1,a2,70.36806063556966
3,group1,a2,150.03994826073603
3,group1,a2,83.67020518918457
3,group1,a2,248.64301920740937
3,group1,a2,161.49187374434237
3,group1,a2,105.27155669131818
3,group1,a2,-63.78047151838334
3,group1,a2,309.66315017588533
3,group1,a2,199.0689538674574
3,group1,a2,185.0298645528266
3,group1,a2,112.1678745419101
3,group1,a2,254.80949345112248
3,group1,a2,131.60016432117305
3,group1,a2,99.39119811791782
3,group1,a2,189.51018081970597
3,group1,a2,32.995566612575516
3,group1,a2,226.28120057203097
3,group1,a2,282.8381331476619
3,group1,a2,168.3309390467228
3,group1,a2,401.3695984345398
3,group1,a2,228.67125330341838
3,group1,a2,127.8611046757276
3,group1,a2,57.729015595706564
3,group1,a2,-69.26274902519134
3,group1,a2,270.99301446243845
3,group1,a2,157.93200852641345
3,group1,a2,56.29630825208049
3,group1,a2,14.171514824825962
3,group1,a2,246.7845035070516
3,group1,a2,219.83833162957333
3,group1,a2,164.43615946221064
3,group1,a2,290.9103564742438
3,group1,a2,168.09812982988473
3,group1,a2,62.81651388738851
3,group1,a2,145.54313715972904
3,group1,a2,100.22571493057023
3,group1,a2,268.6369224571755
3,group1,a2,249.88009695114988
3,group1,a2,94.88617928660935
3,group1,a2,191.04069110603854
3,group1,a2,57.541446153850856
3,group1,a2,71.8163461925563
3,group1,a2,261.1624431575034
3,group1,a2,190.76445767282877
3,group1,a2,193.55385553005618
3,group1,a2,142.5367559314946
3,group1,a2,253.05413573984336
3,group1,a2,317.8995930040822
3,group1,a2,85.06785106838925
3,group1,a2,282.07617487678056
3,group1,a2,350.64765173241517
3,group1,a2,135.86896594021846
3,group1,a2,150.02031515410738
3,group1,a2,310.7305655897128
3,group1,a2,119.3726335982319
3,group1,a2,220.98389898128977
3,group1,a2,192.27619573097402
3,group1,a2,264.4356206954652
3,group1,a2,94.93079384156948
3,group1,a2,20.85378568717961
3,group1,a2,-29.427895184672593
3,group1,a2,205.72980071533246
3,group1,a2,93.07230092982968
3,group1,a2,285.5698316802203
3,group1,a2,190.7145400707366
3,group1,a2,257.02637658306196
3,group1,a2,135.0680333347042
3,group1,a2,-7.148197218015497
3,group1,a2,77.99888541600271
3,group1,a2,-70.86127334049291
3,group1,a2,162.20474171157565
3,group1,a2,359.1584498101359
3,group1,a2,52.561659154928385
3,group1,a2,73.08816493711421
3,group1,a2,168.30053552099963
3,group1,a2,-0.9567209088090038
3,group1,a2,247.80678556469385
3,group1,a2,156.1019048220626
3,group1,a2,204.87040232549427
3,group1,a2,204.85518526163492
3,group1,a2,-38.5246163378834
3,group1,a2,120.02358603392449
3,group1,a2,146.44594376340274
3,group1,a2,84.2988727762601
3,group1,a2,218.03881463741487
3,group1,a2,244.37654926012968
3,group1,a2,-1.7523352734504272
3,group1,a2,199.71437504354736
3,group1,a2,-21.067012494953957
3,group1,a2,125.07647444145191
3,group1,a2,283.20677966592115
3,group1,a2,190.9629077153229
3,group1,a2,214.4134628260843
3,group1,a2,251.0820696054316
4,group2,a1,420.2809513062914
4,group2,a1,459.03908219675463
4,group2,a1,441.1945344085532
4,group2,a1,484.71903889926216
4,group2,a1,390.5437892516935
4,group2,a1,258.7438260006463
4,group2,a1,412.0801774537515
4,group2,a1,580.2619047220011
4,group2,a1,599.1158264755446
4,group2,a1,602.3819429360219
4,group2,a1,296.34214595249506
4,group2,a1,384.2276914456446
4,group2,a1,430.24472026699436
4,group2,a1,416.9543104068915
4,group2,a1,491.4066698880057
4,group2,a1,503.0437708192145
4,group2,a1,486.9924018241463
4,group2,a1,468.7866949312072
4,group2,a1,561.3294997777983
4,group2,a1,618.8082188062249
4,group2,a1,342.0571838686731
4,group2,a1,331.7838147605754
4,group2,a1,460.27640882841206
4,group2,a1,580.9209750332609
4,group2,a1,286.9515290933282
4,group2,a1,523.5824012997565
4,group2,a1,703.1260068481962
4,group2,a1,347.7342111431253
4,group2,a1,436.5101362757813
4,group2,a1,431.1232900889221
4,group2,a1,458.73801571568777
4,group2,a1,310.8773200762456
4,group2,a1,288.7169434515795
4,group2,a1,641.9198009627115
4,group2,a1,624.6748574535214
4,group2,a1,623.9396160292761
4,group2,a1,319.8714130397533
4,group2,a1,527.7105369703494
4,group2,a1,611.5678791586668
4,group2,a1,480.9280707974393
4,group2,a1,442.58466066547646
4,group2,a1,611.4943502927232
4,group2,a1,333.7556928133587
4,group2,a1,484.93324643067467
4,group2,a1,534.2196694032259
4,group2,a1,458.16260704661727
4,group2,a1,495.57598914703533
4,group2,a1,378.41806099172504
4,group2,a1,438.98034900676896
4,group2,a1,384.2210899582084
4,group2,a1,461.0353070835905
4,group2,a1,450.1026610740895
4,group2,a1,363.52640004333927
4,group2,a1,519.1978276561389
4,group2,a1,519.8307263214004
4,group2,a1,421.82740396941676
4,group2,a1,492.5416390116603
4,group2,a1,502.7212934171181
4,group2,a1,413.97841113686286
4,group2,a1,370.6373536882752
4,group2,a1,492.8876673661026
4,group2,a1,411.9823816366716
4,group2,a1,422.4782257512327
4,group2,a1,416.12376700034326
4,group2,a1,432.09373369914726
4,group2,a1,407.32626289311094
4,group2,a1,477.95695642262433
4,group2,a1,340.2123335107452
4,group2,a1,404.6638554144043
4,group2,a1,555.1714542184927
4,group2,a1,346.87128164792324
4,group2,a1,456.8220541790233
4,group2,a1,474.4602598473592
4,group2,a1,434.73230324170845
4,group2,a1,401.38372468127744
4,group2,a1,354.5973239307397
4,group2,a1,633.5572325443301
4,group2,a1,396.91192249939087
4,group2,a1,506.0930759513078
4,group2,a1,521.5600751258669
4,group2,a1,398.74258423122825
4,group2,a1,349.26749760844706
4,group2,a1,397.72357684403534
4,group2,a1,673.9927181840719
4,group2,a1,471.6158128016249
4,group2,a1,325.6608279008178
4,group2,a1,353.618183771351
4,group2,a1,541.704007938701
4,group2,a1,463.0948406416543
4,group2,a1,462.6147539906756
4,group2,a1,518.0053747316142
4,group2,a1,559.3198732483912
4,group2,a1,478.1778701596745
4,group2,a1,403.5209969253758
4,group2,a1,335.5260068703933
4,group2,a1,341.93607370656764
4,group2,a1,536.7854532545434
4,group2,a1,408.5244255990933
4,group2,a1,366.60190647422445
4,group2,a1,251.2879000368331
4,group2,a2,609.3717807133179
4,group2,a2,540.7665454740574
4,group2,a2,675.3741133308255
4,group2,a2,628.482797040153
4,group2,a2,608.0597272930887
4,group2,a2,305.7386597854421
4,group2,a2,732.5851516600942
4,group2,a2,750.8941365997854
4,group2,a2,579.8622993548785
4,group2,a2,489.83058314017626
4,group2,a2,611.1664670749896
4,group2,a2,596.1321300832288
4,group2,a2,613.761231481971
4,group2,a2,390.9029211622664
4,group2,a2,660.0614627076137
4,group2,a2,830.0255598282391
4,group2,a2,556.4937413035232
4,group2,a2,684.2801776453869
4,group2,a2,443.0303344045424
4,group2,a2,594.5139269916929
4,group2,a2,535.4390535257537
4,group2,a2,623.601568471697
4,group2,a2,692.8174356160334
4,group2,a2,566.6253763467853
4,group2,a2,513.4083770967403
4,group2,a2,607.8855229313373
4,group2,a2,525.4178989182489
4,group2,a2,651.4265073619019
4,group2,a2,829.1904104565004
4,group2,a2,785.8079652403542
4,group2,a2,642.3801868660198
4,group2,a2,645.2489092123324
4,group2,a2,505.1816788275062
4,group2,a2,465.4866679303068
4,group2,a2,612.9606083961963
4,group2,a2,562.1506895793933
4,group2,a2,611.2716404681743
4,group2,a2,716.3452512845234
4,group2,a2,703.9390290524059
4,group2,a2,531.403516587439
4,group2,a2,572.1737818278411
4,group2,a2,580.8568974014618
4,group2,a2,647.9469874336936
4,group2,a2,604.5321161584334
4,group2,a2,597.9535331685298
4,group2,a2,594.3728471676903
4,group2,a2,513.0098889180153
4,group2,a2,665.1625939581136
4,group2,a2,663.9229850017681
4,group2,a2,681.5626973024129
4,group2,a2,806.660331539018
4,group2,a2,599.1188280140509
4,group2,a2,783.6225150262395
4,group2,a2,519.4715550309174
4,group2,a2,780.3155107248386
4,group2,a2,788.7694581862849
4,group2,a2,837.6864521616764
4,group2,a2,594.9560268755494
4,group2,a2,767.6882500953376
4,group2,a2,458.03985923235734
4,group2,a2,558.4997804890266
4,group2,a2,699.6750341854532
4,group2,a2,489.251613751787
4,group2,a2,621.0340369681585
4,group2,a2,554.3264083561576
4,group2,a2,732.6667897338826
4,group2,a2,543.552438767147
4,group2,a2,657.3558873481331
4,group2,a2,823.0285591576809
4,group2,a2,621.2787076971949
4,group2,a2,667.4993485164239
4,group2,a2,623.3246546064178
4,group2,a2,813.9787578944461
4,group2,a2,626.5485974155998
4,group2,a2,661.0615942336988
4,group2,a2,547.9437469099709
4,group2,a2,719.6178674173563
4,group2,a2,439.82476414976054
4,group2,a2,581.5934908657977
4,group2,a2,523.9880161049238
4,group2,a2,815.1221922259655
4,group2,a2,570.0935791674858
4,group2,a2,463.9108446345816
4,group2,a2,578.5584834778499
4,group2,a2,570.8926981548357
4,group2,a2,304.9087102325124
4,group2,a2,634.3523978306946
4,group2,a2,580.2958584017333
4,group2,a2,724.9981887282337
4,group2,a2,644.832501917799
4,group2,a2,502.71036735765415
4,group2,a2,568.3999193636861
4,group2,a2,583.1577419653033
4,group2,a2,604.4433271096343
4,group2,a2,594.3458804046968
4,group2,a2,400.42859180386426
4,group2,a2,648.0901071384017
4,group2,a2,668.0175617351308
4,group2,a2,422.60569079444633
4,group2,a2,721.041280812108
5,group1,a1,626.6305624567083
5,group1,a1,854.4988754843129
5,group1,a1,718.378965001258
5,group1,a1,684.1290066028462
5,group1,a1,762.2639705987078
5,group1,a1,669.2379483067654
5,group1,a1,657.2293914961198
5,group1,a1,663.3479345277714
5,group1,a1,660.7643421652808
5,group1,a1,589.1568094559366
5,group1,a1,657.7731340200439
5,group1,a1,882.523488924728
5,group1,a1,665.0427815853552
5,group1,a1,674.7405827822469
5,group1,a1,621.0458045901095
5,group1,a1,726.0503237052911
5,group1,a1,788.1072334858225
5,group1,a1,475.55173363378003
5,group1,a1,632.7518754212715
5,group1,a1,688.7525807513786
5,group1,a1,702.1509472834913
5,group1,a1,733.1029998945583
5,group1,a1,666.0666123210848
5,group1,a1,880.0400391307287
5,group1,a1,740.9402765270545
5,group1,a1,676.5956804525551
5,group1,a1,702.4520111298076
5,group1,a1,611.9933756441416
5,group1,a1,780.2092033960135
5,group1,a1,677.8412283162478
5,group1,a1,661.3204003440418
5,group1,a1,564.3692960933661
5,group1,a1,625.4466231496704
5,group1,a1,528.8742108063225
5,group1,a1,597.991642921106
5,group1,a1,750.4320938610526
5,group1,a1,591.4883613689173
5,group1,a1,757.645210955028
5,group1,a1,744.8427292134086
5,group1,a1,734.621190860642
5,group1,a1,757.4343610426924
5,group1,a1,650.4114698933655
5,group1,a1,561.766285785294
5,group1,a1,634.4644632476491
5,group1,a1,826.1275480665896
5,group1,a1,897.621696895245
5,group1,a1,609.5314927402344
5,group1,a1,486.2572712205315
5,group1,a1,607.4128640141441
5,group1,a1,696.0672143039127
5,group1,a1,661.337235759842
5,group1,a1,766.1759323126505
5,group1,a1,654.8342482265796
5,group1,a1,614.4056629523785
5,group1,a1,575.7559773645096
5,group1,a1,570.8692250635348
5,group1,a1,610.6542228679814
